ID	Parameter	English	Chinese	Pinyin	Pla	CW-QY	W-SZP	E-DC	XZ	MD	Eka	YL
1058	609.0	hit (a target)	中 (射中)	zhōng	tʰu³	tʰə³³	bɛ˞⁴⁴tʰv̩³³	ɣɔ³³	bɛ˞³³ti⁴⁴	ja³³	ba̠ʔ³³za³³	bɛ˞⁵⁵ŋa³³
1059	537.0	tell	告诉	gàosù	be̠Hgu²	bɛ̠³³gṳ²¹	bɛ⁴⁴gv̩²¹	bei³³ɣə²¹	bi³⁴gɨ²¹	bɛ̠³³gɨ²¹	tʰə²⁴	bei⁵⁵gɨ³³
1060	539.0	ask	问	wèn	ʔna¹	ʔna⁵⁵	na⁴⁴ĩ⁴⁴	nɔ⁵⁵	no³⁵ĩ⁵³	nə⁵⁵ĩ⁵⁵	no²⁴	mĩ²¹
1061	541.0	send for; request	请		tsʰɛ³	tsʰɛ³³	tsʰɛ³³	tɕʰɛ³³	tʂʰɛ˞³³	tʰə⁵⁵tʰə²¹	tɕʰiŋ⁵³	tʂʰɛ˞³³
1062	673.0	rob; loot	抢	qiǎng	ʔxu³	hə³³	hõ³³, tsɛ⁴⁴	tɕʰia²¹	hõ³³	fu³³	fv̩³³	tɕʰiaŋ²¹
1063	715.0	chase 	追 (追上)	zhuī	tʃu²	tʂə²¹	tʂv̩²¹	tʃɤ̪²¹	tʂɤ̪˞²¹	tʃu²¹	tsu²¹	ga⁵³
1064	548.0	rub (with hands)	搓 (措绳子)	cuō	vɛ̠ᶫ	va̠²¹	vɛ⁵³	sɿ³³	ga³³	va̠²¹	va̠ʔ²¹	vɛ˞⁵³
1065	549.0	rip; tear	撕	sī	tʃʰe̠ᶫ	tɕʰɛ̠²¹	tɕʰi⁵³	tsɿ³³	tɕʰiɛ³³	ɕi³³	xa̠ʔ³³	tɕʰi⁵³
1066	553.0	scatter; sprinkle (e.g., seed)	撒 (撒种子)	sǎ	ʃɨ²	ʂʅ²¹,pi²¹	ʂʅ²¹	pei²¹	ʂʅ²¹, pɛi³³	sɿ²¹	sɿ²¹	sɿ²¹
1067	726.0	burn up	烧掉	shāodiào	kʰu¹	kʰə⁵⁵,ʔnɛ²¹	kᶠʰv̩²⁴	kʰɤ̪⁵⁵	kᶠʰɤ̪˞⁴⁵³	tɕi³³pɛ³³	də³³pʰi²⁴	i³³jɛ³³
1068	752.0	lay (an egg)	生 (生蛋)	shēngdàn	fu³	fv̩³³	fv̩³³fv̩³³	fɤ̪³³	fɤ̪˞̩³³	fu³³	fv̩³³	fv̩³³
1069	568.0	kneel	跪	guī	gɨ²tɛ¹	ni̤²¹gɨ̤²¹	gɛ²¹tɛ²⁴	dʑi²¹	gɨŋ²¹	ta⁵⁵ku²¹		go²¹
1070	568.1	kneel	跪	guī	gɨ²tɛ¹	ni̤²¹gɨ̤²¹	gɛ²¹tɛ²⁴		gɨŋ²¹			go²¹
1071	763.0	get up	起来	qǐlái	tu¹	tə⁵⁵la⁵⁵	tv̩²⁴la³³	mɛ³³tɤ̪⁵⁵	tɤ̪˞⁴⁵³li³³	tu⁵⁵lɛ⁵⁵	tu²⁴a⁵⁵	to³³li³³
1072	571.0	carry,  in arms	抱 (抱小孩)	bào	te̠H	tɛ̠³³	tɛ⁴⁴	tei³³	tɛi³³	tɛ̠⁵⁵	ti̠³³	ti⁵³
1073	572.0	carry, from hand	提	tí	tʃʰɛ²	tʰi̤²¹	tʂʰɛ²¹	tʰi⁵⁵	tʂʰɛ˞²¹	tɕʰɛ²¹	tɕʰɛ²¹	tʰi²¹
1074	780.0	accompany someone	陪	péi	tʃʰu¹	ʝi⁴⁵	tʂʰuei²⁴	ʝi²⁴	tʂʰa⁴⁴ʝiɛ³³	da²¹mɨ⁵⁵	tsʰai²⁴	ka³³la²¹
1075	577.0	rest	休息	xiūxī	na²	na̤²¹	na²¹	ɕa⁵⁵	no²¹	no²¹	no²¹go³³	ɕa⁵⁵la²¹
1076	582.0	do (work)	做 (做工)	zuò (gōng)	pe¹	pi⁵⁵,mʉ⁵⁵	pɛ²⁴	mɤ̪⁵⁵	mɤ̪⁴⁵³, pi⁴⁵³	mu⁵⁵	mɨ³³dʑɛ²¹	pai³³, m̩³³
1077	782.0	drill (a hole)	钻 (钻孔)	zuān	tʰu¹	tʰə⁵⁵	tʂu²⁴	tʰɤ̪⁵⁵	tʰɤ̪⁴⁵³	tʰu⁵⁵	tʰv̩²⁴	tɕy³³
1078	586.0	plant; grow	种	zhòng	kʰa³	kʰa³³	kʰa³³			kʰo³³		kʰa³³
1079	595.0	pull up; pull out	拔 (拔草)	bá	tʃi̠H	tʂʅ̠³³	tʂʅ⁴⁴	tsɿ³³	tʂʅ³³	tɕi̠⁵⁵		
1080	595.1	pull up; pull out	拔 (拔草)	bá	pɨ̠H						pɨ³³	pu⁵³
1081	598.0	lead along	牵 (牵牛)	qiān	si³	sɿ³³	sɿ³³	ɕi³³	sɿ³³	tɕi³³xɛ³³	xi̠ʔ³³	gu³³
1082	835.1	bad	坏 (人坏)	huài	du¹							du³³
1083	602.1	teach/train	教	jiào	tsaŋ³		tsu³³	mɔ²¹				ɣɨ⁵⁵tu⁵³
1084	872.0	intelligent; clever	聪明	cōngmíng	ʔlu¹	ŋ̩²¹ŋə̠²¹ʔlə̠³³	lv̩²⁴	li⁵⁵	ka²¹ʂʅ²¹	la⁵⁵mɨ⁵⁵	na²¹sɿ³³	miao⁵³
1085	621.0	take off	脱 (脱衣服)	tuō	ʔli̠ᶫ	ʔʐʅ̠²¹	li⁵³	li⁴²	la³³	lɨ²¹	lɨ̠ʔ²¹	li⁵³
1086	625.0	dye	染 (染衣服)	rǎn		ʐaŋ²¹	sɛ²¹	zei³³	tɕiaŋ³³	xu³³	fv̩³³	zei³³
1087	627.0	mend; patch	补 (补衣服)	bǔ	ʔnɛ̠ᶫ	ʔna̠²¹	nɛʔ⁵³	nɛ⁴²	nɛ˞³³	na̠²¹	na̠ʔ²¹	nɛ˞⁵³
1088	629.0	plait; braid	编 (编辫子)	biān	pʰe²	pʰi̥²¹	pʰɛ²¹	pʰei²¹	pʰɛi²¹			pʰai²¹
1089	630.0	make the bed	铺 (铺床)	pū chuáng	kʰaŋ²	kʰo²¹	kʰo²¹	kʰa²¹	kʰa²¹	kʰɑ²¹	kʰa̠ʔ²¹	tou²¹
1090	634.0	shut	闭 (闭眼)	bì	tsʰɨ̠H	tsʰɿ̠³³	tsʰɿ⁴⁴					
1091	634.1	shut	闭 (闭眼)	bì	mi̠H		tsʰɿ⁴⁴	mi³³	mi̠³⁴	mi̠³³	mi̠ʔ³³	mi⁵³
1092	638.0	tie into a bundle	捆(绑)	kǔnbǎng	pʰɛ³	zo²¹	pa²¹	ti³³	pʰɛ˞ŋ³⁴	pʰɛ³³	pʰɛ³³	pʰɛ˞³³
1093	730.0	explode	爆炸	bàozhà	bu̠H	pʉ³³kʰai⁵⁵	tsɛ̃³³be⁵³	tsa²¹tɤ̪⁵⁵	bu³³	bɛ̠²¹	pv̩³³tu²⁴a⁵⁵	pən³³te³³le³³
1094	647.0	choose	挑选	tiāo xuǎn	se¹	si⁵⁵	se²⁴	tʰiao²¹tʰia³³	si⁴⁵³	ɕɛ⁵⁵	ɕi²⁴	sei³³
1095	16.0	dew	露	lù	kjy²	ky̤²¹	tɕy²¹	tsə²¹ji²⁴	tɕy²¹ɣɨ²⁴	tsɿ²¹ɣɨ⁵⁵	tsɿ²¹ɣɨ²⁴	lu³³suei²¹
1096	649.0	nail	钉(钉钉子)	dìng		tʰiɛ̠²¹	dɛ²¹	tɕɛ⁴²	tĩ⁴⁵³	tʰɛ²¹	tiŋ²⁴	tĩ³³
1097	650.0	want	要 (我要这个)	yào	li¹	ʐʅ⁵⁵	ʝi²⁴	ni²⁴	li²⁴	nɨ⁵⁵	vv̩²⁴	ʝi³³
1098	23.0	pond	池塘	chítáng	ɣi¹by³	ɣɨ⁵⁵by³³	ɣɨ²⁴by³³	ji²⁴bə³³	ɣɨ³⁵dv̩˞²¹	ɣɨ⁵⁵dəŋ³³	ɣɨ²⁴la²¹bo³³	a²¹bə³³
1099	653.0	lose	遗失	yíshī	pʰi̠ᶫ	fɛ̠²¹	pʰiʔ⁵³	pʰi⁴²xɔ³³	tsʰɿ̠³³xo⁴⁵³	pʰi²¹, pʰiɛ²¹	tɕʰɛ³³pʰi²¹	pʰiɛ⁵³, pʰi⁵³
1100	657.0	win	赢	yíng	ɣa̠ᶫ						vo²¹	
1101	657.1	win	赢	yíng	ha̠ᶫ	ha̠²¹	hã⁵³	ʝi²¹ə³³	ʝĩ²¹	xɑ̠³³		
1102	664.0	compensate for; reimburse	赔偿	péicháng	de¹	di⁵⁵	de²⁴	dei³⁵ɣə²¹	di²⁴	sa⁵⁵mə⁵⁵ɣɨ²¹	pʰui²⁴	di³³
1103	668.0	marry a husband	嫁	jià		gu²¹	pʰɨ⁵³	gə²¹	fɤ̪˞⁴⁵³	wu⁵⁵kɛ³³	vv̩²⁴duɛ²⁴	fv̩³³dza²¹
1104	669.0	marry a wife	娶	qǔ	tsi¹	tsɿ⁵⁵,ha̠⁵⁵	tsɿ²⁴	tsɿ⁵⁵	tsɿ⁴⁵³	wu⁵⁵ko²¹lo⁵⁵	vv̩²⁴də²⁴	mai⁵⁵tə³³la³³
1105	670.0	scold; curse	骂	mà	kʰa²	wa̠²¹	kʰa²¹	xɛ⁵⁵	hɛ̃˞⁴⁵³	xɛ³³	xiɛ²⁴	tsʰao³³
1106	671.0	fight	打架	dǎjià	dɛ²n²de̠ᶫ	dɛ̤²¹lɛ̤²¹hi³³	dɛ²¹n̩²¹dɛ⁵³	dɛ²¹xei³³	dɛ˞²¹hĩ³³	dɛ²¹lɛ³³	dɛ²¹xe³³	dai²¹tei³³lei³³
1107	71.0	this morning	今早	jīnzǎo	i²sy¹ny¹	i²¹sy⁵⁵ny⁵⁵	y²¹ɕy⁴⁴ny⁴⁴	i²¹sə⁵⁵nə⁵⁵	y²¹sy⁴⁴ny⁴⁴	e²¹nə⁵⁵	i²¹ɕi²²ni²⁴	i²¹sə³³nə³³
1108	71.1	this morning	今早	jīnzǎo	i²sy¹ny¹	i²¹sy⁵⁵ny⁵⁵	y²¹ɕy⁴⁴ny⁴⁴	i²¹sə⁵⁵nə⁵⁵	y²¹sy⁴⁴ny⁴⁴		i²¹ɕi²²ni²⁴	i²¹sə³³nə³³
1109	675.0	cheat	骗	piàn	ke̠ᶫ	kai̠²¹	kai⁵³	kei⁴²	kai³³	fu²¹pa²¹	fv̩²¹	lai⁵³
1110	682.0	like; enjoy	喜欢 (喜欢唱歌)	xǐhuān		sə²¹	tʂʅ³³te⁵³	pʰə²¹ni²⁴	gɤ̪˞²⁴	i⁵⁵di²¹	dʑi³³ɕɛ²¹	kai³³
1111	684.0	remember	记得	jìdé	xa̠ᶫ	xa̠²¹ka³³	hã⁵³	xu⁴²dzɛ²¹	xo³³ko³³		dɨ²¹mɛo³³	tsəŋ⁴⁴ŋa³³
1112	688.0	hate	恨	hèn	tsʰi²	həŋ³³	tsʰɿ²¹	xə³³	hə̃³³		ni̠³³mo³³no²⁴	
1113	117.0	owl	猫头鹰	xiāo/māotóuyīng	gy³ly²	wu³³ly²¹	lv̩²¹ʝi⁴⁴	ə³³lə²¹	ø³³mɤ̪˞²¹	a³³ŋa³³lo²¹pɑ̠²¹	gao²¹	
1114	690.0	have courage	敢	gǎn	pɨ²	pʉ²¹	pɨ²¹	pə²¹	pɨ²¹	pɨ²¹	ni̠³³mo³³jɛ²¹	pu²¹
1115	693.0	is not	不是(这不是我的)	búshì	ma²ŋa¹	ma²¹ŋa⁵⁵	ma²¹ŋa²⁴	ma²¹ŋa²⁴	a²¹ŋo²⁴	ma²¹ŋo⁵⁵	ma²¹ŋa²⁴	m̩²¹ŋa³³
1116	695.0	not have; lack; without	没有(我没有书)	méiyǒu	ma²dʒaŋ¹	ma²¹dʐu⁵⁵	ma²¹dʐu²⁴	ma²¹dza²⁴	a²¹dʐa²⁴	ma²¹dʒa⁵⁵	ma²¹dza³⁵³	m̩²¹dzu³³
1117	117.1	owl	猫头鹰	xiāo/māotóuyīng	gy³ly²	wu³³ly²¹	lv̩²¹ʝi⁴⁴	ə³³lə²¹	ø³³mɤ̪˞²¹		gao²¹	
1118	706.0	climb	爬(上)	pá	ʔmɛ̠H	ʔma³³,pɛ³³	mɛ˞⁴⁴	mɛ³³/⁵⁵	mɛ˞³³	tʃʰa²¹	di³³lɛ³³	mɛ˞⁵³
1119	146.1	nest	窝 (鸟窝)	wō	ty¹		kʰɨ²⁴		by²⁴		kʰi²⁴	tə³³tə³³
1120	157.0	fir tree	杉树	shānshù	ʔŋy¹dze¹	nə⁵⁵dzɿ⁵⁵	ŋo²⁴dzɿ²⁴	ŋɯ⁵⁵dzei²⁴	tʰaŋ²¹dzɿ²⁴		ma²¹pɛ²¹vaŋ⁵³	a⁵⁵ji⁵⁵san³³sɿ⁵³
1121	168.0	ear of grain	穗子	suìzi	ʔny¹	ʔny⁵⁵	ny⁴⁴	ja³³lə⁵⁵za²¹	ny⁴⁵³	jɛ²¹vɛ̠³³	ɛ²¹viʔ³³	
1122	713.0	move back	退	tuì		di³³	ɛ̃²¹	lɔ²¹	di²⁴	su³³mɨ⁵⁵	tʰoŋ²⁴kua²⁴	tə³³
1123	716.0	step on	踩	cǎi	kʰɨ³	kʰɨ³³	kʰɨ³³	kə⁵⁵	kʰɨ³³	ko³³	gɨ³³	tɛ˞³³
1124	718.0	stride	跨 (跨小沟)	kuà		pa̠³³	pɛ⁴⁴	la⁵⁵	tɕʰa⁴⁵	gɨ³³	kʰaŋ²⁴	tɕʰa³³
1125	721.0	dry (in the sun)	晒 (晒太阳)	shài	ʔly̠ᶫ	lø̠²¹	løʔ⁵³	lə⁴²	lø̠³³	lɑ̠²¹	lə²¹	lə⁵⁵
1126	722.0	rain (V)	下雨	xiàyǔ	ha¹	a⁵⁵ŋ̩²¹ha⁵⁵ha⁵⁵	a⁵⁵mu²¹hã³³	a⁵⁵mə²¹xɔ⁵⁵	hõ⁴⁵³	a⁵⁵mi²¹xo⁵⁵	a²⁴xo²⁴lo³³	a⁵⁵mu²¹ha³³ha³³
1127	186.1	peach	桃子	táozi	sa²vy²	sø̤²¹ʔø̤²¹	sa²¹ve²¹	sa²¹ɣə²¹	sa²¹wu²¹ʔø³³	tsʰa²¹ɣɨ²¹	sa³³pʰɛ²¹	
1128	186.2	peach	桃子	táozi	sa²ʔly²						sa³³pʰɛ²¹	
1129	731.0	flow	流 (水流)	shuǐliú	ʃi³	ji³³	ʝi³³	vɛ⁴²	ʂʅ³³	xɛ³³kæ⁵⁵	ji̠²¹	sɿ³³
1130	733.0	float	浮 (浮在水面)	fú		pʰiau³³	pʰiau³³	gɤ̪⁵⁵	pʰiau³³	la²¹lo³³	ɣɨ²¹bo²⁴	pʰiau³³
1131	734.0	crack open; split open	裂开 (墙裂开)	lièkāi	be̠ᶫ	bɛ̠²¹	bɛ⁵³	bei⁴²kʰe⁵⁵	bɛi³³	bɛ̠²¹kæ⁵⁵	bi²¹tuʲ²⁴jo⁵⁵	bai⁵⁵
1132	736.0	be short of; lack	缺 (碗缺了一个口)	quē	kʰɛ̠ᶫ	tɕʰa³³,kʰa̠²¹	kʰɛ⁵³	kʰɛ⁴²	kʰɛ˞³³	kʰa̠²¹	pi²²kʰa̠²¹mo³³	tʰɛ˞⁵³
1133	740.0	snap in two (rope, string)	断 (绳子断了)	duàn	tsʰe̠H	tsʰɛ̠³³	tsʰɛ⁴⁴	tsʰei³³	tsʰai³³	tɕʰɛ³³a²¹	tɕʰi³³tuʲ²⁴jo⁵⁵	tsʰei⁵³
1134	742.0	leak	漏 (水桶漏水)	lòu		ʂʅ³³	du⁴⁴	sɿ³³	dɤ̪˞²⁴	tsɿ³³mə³³	ɣɨ²⁴zə²⁴	dɤ̪³³
1135	744.0	change	变 (蛹变蛾)	biàn		piŋ⁵⁵		pi⁵⁵	pʰiɛ˞³³		loŋ²⁴	pĩ⁵³
1136	277.0	rib	肋骨	lèigǔ	ʔny¹	ʔly⁵⁵		nə⁵⁵gə²¹	lə²⁴pa³³	nɛ⁵⁵kʰɛ⁵⁵	ni²⁴gɨʲ³³jo³¹	nəŋ⁴⁴kɨ⁵⁵pa⁴¹
1137	746.0	grow	长 (长大)	zhǎng	ɣɛ²	vɛ̤²¹	ɣɛ˞²¹	ɣɛ²¹	ɣɛ˞²¹	ʝɛ²¹	jɛ²¹	ɣɛ˞²¹lĩ³³
1138	747.0	tremble; shiver	发抖	fādǒu	tʃʰe²	tɕʰi̤²¹	tɕʰi²¹	li³³	ɲo³³	ɲɛ³³	tɕʰɛ²¹	tou²¹
1139	393.0	garden	菜园	càiyuán	ɣaŋ²(kʰy¹)mi¹	wu²¹mi⁴⁵	wv̩²¹mɛ²⁴	ja²¹kʰə⁵⁵mi³³	ɣa²¹tɕi³³mv̩˞⁴⁵³	ɣa²¹mi⁵⁵	tɕʰi²¹dzu²⁴mi³³,kʰəŋ²⁴ka²⁴ 	kʰei³³ka³³
1140	394.0	pen; fold	圈(牛圈)	juān	by¹	by⁵⁵	by²⁴	bə²⁴xei⁵⁵	by²⁴	bɨ⁵⁵, kʰo³³	kʰo³³	bə³³
1141	754.0	germinate, sprout, bud	发(芽)	fāyá	bɨ̠H	bʉ̠³³	bɨ⁴⁴	dzɛ²⁴bə³³		bɨ̠⁴⁴	ɛ²¹tɕɛ²¹tɕɛ³³	du⁵⁵
1142	754.1	bud on trees	发(芽)	fāyá	tsɛ̠ᶫ	tsa̠²¹	tsɛ̃⁵³		dʐɛ˞³³			fɛ˞⁵³
1143	755.0	bloom; blossom	开(花)	kāihuā	ʔve̠H	ʔvɛ̠³³	vɛ⁴⁴	vi³³	vɛi³³	bɛ̠⁴⁴	bə³³	vei⁵³
1144	756.0	bear fruit	结(果)	jiéguǒ	dʒɛ²	dʑɛ̤²¹	dʐʅ/ə²¹	dzɛ²¹	dʐɛ˞²¹	ɲɛ²¹	nɛ̠ʔ²¹	dzɛ˞²¹
1145	757.1	rot (meat)	腐烂		haŋ²	hə⁵⁵	hõ²¹, tʂʰʅ⁵³	tsʰɿ²¹xa²¹	haŋ²¹			
1146	398.0	graveyard	墓地	mùdì	mo̠H/ᶫbɛ¹kʰy¹	mo̠²¹bɛ⁵⁵kʰy⁵⁵		mu⁴²bɛ²⁴kʰə⁵⁵				
1147	409.1	palm bark rain cape	蓑衣	suōyī	ga¹by¹	gɨ⁵⁵by⁵⁵	ɣa²⁴by²⁴		go²¹by²⁴		tsu²¹kʰuɛʲ²⁴	ga³³bɨ³³
1148	765.0	sink	沉 (下)	chén		lo¹³	tsʰe²⁴	lɔ²⁴	hõŋ³³	tɕɛ³³ka³³	dɨ²¹tɕio⁵³	lo³³
1149	455.0	rice huller	碓	duì	tsʰy¹	tsʰi⁵⁵lə²¹	kʰɨ⁴⁴tɛ²¹	fɛ²¹tsʰə⁵⁵	tɕʰi³⁵kʰɨ⁵⁵mɛi³³	kʰo²¹naŋ²¹	kʰu³³naŋ²¹	tsʰə³³
1150	769.0	draw water (well)	吊（水）	diàoshuǐ		tʰi²¹	tʂʰɛ²¹	tio³³	tʂʰɛ˞²¹	kʰu²¹	kʰu²¹	kɛ˞³³
1151	770.0	drain, to	排（水）	páishuǐ	pʰe²	pʰʉ̤²¹		pʰei²¹	ka³³ti³³	li⁵⁵	kəŋ²⁴pʰi²⁴	lo²¹
1152	772.0	skin (animal), to	剥皮	bāopí	tsʰi̠ᶫ	tsʰɿ̠²¹	gɨ²⁴tsʰɿ⁵³	dʑi²⁴tɕʰi²¹	gɨ²⁴tʰi̠³³	gi⁵⁵kʰɨ²¹	pʰa²¹	gɨ³³tsʰɿ⁵³
1153	773.0	peel (eggs, fruit)	剥	bāo		tʂʰo̠³³	gɨ²⁴tʰi⁵³	ɕiu³³	tʰi̠³³	bɛ̠²¹	pʰa²¹	tsʰɿ⁵³
1154	473.0	bed	床	chuáng	gy²	gyn²¹	gu²¹dzu³³	pʰu⁵⁵	gv̩˞²¹lv̩˞²⁴kʰɨ⁵³	go²¹tsa³³	ta̠ʔ²¹kʰi²⁴	gɨ²¹
1155	778.0	soak; pickle	泡		ti̠H	tiɛ̠³³	ty⁴⁴	ti³³	ti³³	tɨ̠⁵⁵	ti³³	tsʰoŋ⁵³
1156	779.0	drown	淹死/溺死	yānsǐ/nìsǐ		tsʰiaŋ⁵⁵sɛ̠²¹	ti⁴⁴xɨ³³	ɤ̪²¹sei²¹	tɕʰiŋ⁴⁵³sɛi³³	po³³xɨ⁵⁵	tɕɛŋ²⁴xə²⁴	tɕʰiŋ⁵⁵sai⁵³
1157	783.0	insert	插	chā	tsʰy̠H	tɕʰa³³,sɛ⁵⁵		tsʰə³³		tsʰɑ³³	tsʰə³³	tsʰa⁵³
1158	784.0	drive out	赶 (驱逐)	gǎn	ga̠ᶫ	ɦa̠²¹	ɣɛʔ⁵³	ga⁴²	ga³³	tʃu²¹	tsu²¹,na³³	ga⁵³
1159	529.0	savor	含	hán	my¹	my⁵⁵	my²⁴	pɔ⁵⁵	my²⁴	mə⁵⁵	mə²⁴	mə³³
1160	542.0	smell	闻 (嗅)	wén	ny²	ny̤²¹	ny²¹	nə²¹	ny²¹	nə⁵⁵	nə²¹	nəŋ²¹
1161	566.0	push	推	tuī	dy²	tʂə̠³³	dy²¹	ɕɔ²⁴	pa³³	də²¹	də²¹	
1162	573.0	carry, mid pole	担	dān/tiao	py² / pjy²	py²¹	ta⁵³	pi²¹	py²¹	pə²¹	va³⁵pə²¹	pɨ²¹
1163	574.0	fall	跌 (跌倒)	diē(dǎo)	ʔly²	ʔly³³	ly²¹	da²¹	ly²¹	bɛ³³	pə³³	
1164	810.0	steep	陡 (山很陡)	dǒu		teo²¹	di²¹	tə³³	ku̠³³	tæ³³	so̠²¹	tə⁵³
1165	811.0	situated straight	正 (帽子戴得正)	zhèng		tʂʅ⁵⁵	ty⁴⁴	xa⁵⁵tsɔ²¹	tʂə̃⁴⁵³	dʒa²¹	dza²¹	bɛ˞³³
1166	812.0	situated crooked	歪 (帽子戴歪了)	wāi		ʂʅ²¹	tʂɛ²⁴	wɛ²⁴	bɛ˞²¹	dʑɛ⁵⁵	ŋ̩³³sɿ²¹	wai³³
1167	584.0	to plow	犁 (犁地)	lí	mjy²	mi²¹	ma²¹	mia²¹	mo²¹	mo²¹ɛ³³	mo²¹	ma²¹
1168	815.0	thick; dense	稠 (粥很稠)	chóu	tʰaŋ² 	kʰa³³	nu⁵³	pe⁵⁵	tʰa²¹	væŋ⁵⁵	tʰa²¹	kʰa⁵³
1169	816.0	thin; watery; sparse	稀 (粥很稀)	xī		nə̠²¹	gɨ²⁴	ji²⁴xu³³	haŋ²¹	na³³	na⁵⁵	la⁵³
1170	587.0	water	浇 (浇菜)	jiāo	xy²	ɕy̤²¹	ɸu²¹		xu²¹	xø²¹	xə²¹	
1171	820.0	dim; dark	暗 (房子很暗)	àn	ɣɨ¹	ɣɨ⁵⁵	ɣɨ²⁴	ɣə²⁴		wo⁵⁵vɛ⁵⁵	vɨ²⁴	miɛ˞⁵³
1172	821.0	clear (sky)	晴	qíng	te̠ᶫ	a⁵⁵m̩²¹pɛ⁵⁵	tɛ⁵³	a⁵⁵mə²¹tsɔ³³	nu⁴⁵³	tʃɿ⁵⁵mɨ⁵⁵	tsʰo²⁴	na³³li³³
1173	822.0	overcast	阴	yīn	ti¹	a⁵⁵n̩²¹ti⁵⁵	ti²⁴	a⁵⁵mə²¹ti⁵⁵	ti⁴⁵³	mɨ⁵⁵	a²⁴ŋ̩²¹tɨ²⁴	miɛ˞⁵³
1174	824.0	beautiful	美丽 {漂亮}	měilì	mɛ²	mɛ̤²¹	mɛ˞⁴⁴	i⁵⁵di²¹ɕiu³³	mɛ˞²¹	tɕi²¹	mɛ²¹kʰɛ⁵⁵la²¹	i⁵⁵gɨ³³
1175	825.0	ugly	丑	chǒu	he¹	hi⁵⁵	hẽ²⁴			ma²¹tɕi²¹		i⁵⁵ŋ̩²¹gɨ³³
1176	825.1	ugly	丑	chǒu	ʔni¹ʃa̠ᶫ			i⁵⁵su⁴²	ka̠³³		i²⁴so̠²¹	
1177	622.0	roll up	卷 (卷烟)	juǎn	ʔly³	ʔly³³	ko²¹to³³	lə³³	ly³³	lɨ³³	li³³	tɕuɛ˞²¹
1178	828.0	lean	瘦 (瘦肉)	shòu	ne̠ᶫ	xa̤²¹nɛ̠²¹	nɛ⁵³	xɔ²¹nei⁴²	nɛi̠³³	xo²¹nɛ̠²¹	ɛ³³ni²¹	nai⁵³
1179	829.1	skinny; thin	瘦 (人瘦)	shòu	xe̠ᶫ	ɦø̠²¹	weʔ⁵³	xei³³	tsʰa⁴⁴xai⁵⁵			xai⁵³
1180	830.0	clean	干净	gānjìng	xaŋ¹	xu⁵⁵	ɸu²⁴	ka⁵⁵tɕi²¹	tʂɛ˞³³pə³³	xa⁵⁵	sa³³li²¹sə³³lɛo⁵³	kan³³tɕiŋ²¹
1181	652.0	receive	收 (收起来)	shōu	sy¹	ɕy⁵⁵	ɕy²⁴	sə⁵⁵	ɕy⁴⁵³	sə⁵⁵	ɕioŋ²⁴	sə³³
1182	837.0	slow	慢 (走得慢)	màn	gja¹	ga⁵⁵	ga²⁴	lɛ²¹		ɲa⁵⁵	nɛ³³	
1183	842.0	raw; unripe	生 (生肉)	shēng	dʒi²	dzɿ²¹	dzɿ²¹	dʑi²¹	dzɿ²¹	dʑi²¹	ɛ³³dʑi²¹	dzɿ²¹
1184	844.0	early	早 (来得早)	zǎo	ne̠ᶫ	nɛ̠²¹	nɛʔ⁵³	nei⁴²	nɛi³³	nɛ̠²¹	tʰi⁵⁵ni²¹	nai⁵³
1185	849.1	cold (body)			gjaŋ¹	gu⁵⁵	gu²⁴		ga²⁴			ga³³
1186	856.0	salty	咸	xián		ɛ⁵⁵	kʰa²¹		kʰa²¹		kʰa²¹	kʰa²¹
1187	858.0	insipid	没味道	méiwèidào	bjɛ̠H	ba̠³³	bɛ³³		bɛ˞³³	ba̠³³	ɛ⁵⁵bɛ⁵⁵ma³³du²¹	bɛ˞⁵³
1188	860.1	really stinky			tʃʰi²(by²)ny¹	tʂʰʅ²¹ny⁵⁵	tʂʰʅ²¹ny²⁴	tsʰɿ²¹nə²⁴	tʂʰʅ²¹ny²⁴	tɕʰi²¹nə⁵⁵	tsʰɿ²¹nə²⁴	tsʰɿ²¹bə̃²¹nə³³
1189	861.0	fishy (smell)	腥 (鱼腥)	xīng	dzi²ny¹	dzɿ²¹ny⁵⁵	dzɿ²¹ny²⁴	ɕi²⁴	dzɿ²¹ny²⁴	bi²¹nə⁵⁵	dʑi²¹ni²⁴	xɛ˞³³bə̃²¹nə³³
1190	723.0	(of the wind) blow	刮风	guǎfēng	kʰy¹	a⁵⁵n̩²¹ɕy⁵⁵kʰy⁵⁵	n̩²¹ɕi³³kʰu³³	mə²¹ɕi⁵⁵kʰə⁵⁵	a³⁵mu⁴¹hĩ³⁵	a⁵⁵mi²¹fi⁵⁵	a²⁴xi²⁴lao³³	mi²¹i³³kʰɨ³³
1191	735.0	collapse; topple down	倒塌	dǎotā	by²	by²¹	by²¹	bə²¹	by²¹	bəɪŋ²⁴	bə²¹tuɛ²⁴ŋo³³	bə²¹
1192	873.0	proud	骄傲	jiāoào		tɕiao³³ao⁵⁵	ŋa³⁵ʐu²¹	ɕa³³mu²⁴		wo²¹ta²¹sɿ⁵⁵	jɛ²¹mu²⁴	ao⁵³
